year,country,iso3,description,source_org,destination_org,destination_org_type,amountUSD,data_source
2022,Angola,AGO,Quality Education for All and Livelihoods interventions in Lóvua Municipality,UNHCR,ADPP Angola,NGOs: National,315405,UNHCR partner info
2022,Kosovo,XKX,Protection Monitoring and Legal Aid to Voluntary Returnees and IDPs,UNHCR,ADVANCING TOGETHER,NGOs: National,196465,UNHCR partner info
2022,Argentina,ARG,"RST, asistencia, orientación e integración a la población de interés del ACNUR en Argentina",UNHCR,ADVENTIST DEVELOPMENT AND RELIEF AGENCY,NGO: International,1075466,UNHCR partner info
2022,Brazil,BRA,"Multi-sectoral Assistance to PoCs in Manaus, Amazonas",UNHCR,ADVENTIST DEVELOPMENT AND RELIEF AGENCY,NGO: International,200344,UNHCR partner info
2022,Ghana,GHA,Assistance to Refugees and Asylum Seekers in Ghana,UNHCR,ADVENTIST DEVELOPMENT AND RELIEF AGENCY,NGO: International,596087,UNHCR partner info
2022,India,IND,Comprehensive assistance to vulnerable refugees in Southern Mizoram @ Self Reliance in Tamil Nadu,UNHCR,ADVENTIST DEVELOPMENT AND RELIEF AGENCY,NGO: International,1565947,UNHCR partner info
2022,Rwanda,RWA,This UBB (Ubuzima Burakomeza: Life continues); DAFI Scholarship Programme – Tertiary Education for Refugees,UNHCR,ADVENTIST DEVELOPMENT AND RELIEF AGENCY,NGO: International,2966808,UNHCR partner info
2022,Sudan,SDN,Enhancing Access to Shelter and Education in White Nile State (ENASHE),UNHCR,ADVENTIST DEVELOPMENT AND RELIEF AGENCY,NGO: International,671765,UNHCR partner info
2022,South Sudan,SSD,"Protection, assistance and solutions to IDPs & Returnees in Upper Nile State, South Sudan",UNHCR,ADVENTIST DEVELOPMENT AND RELIEF AGENCY,NGO: International,609998,UNHCR partner info
2022,Syria,SYR,"Provision of Shelter Assistance, Wash and School Rehabilitation for Returnees in Homs, Syria; Provision of Shelter Assistance and School Rehabilitation for
Returnees in Rural Damascus and Sweida; Shelter Support to Returnees and Host communities in Aleppo",UNHCR,ADVENTIST DEVELOPMENT AND RELIEF AGENCY,NGO: International,1805995,UNHCR partner info
2022,Thailand,THA,Statelessness Reduction and Community Sensitization Project,UNHCR,ADVENTIST DEVELOPMENT AND RELIEF AGENCY,NGO: International,381201,UNHCR partner info
2022,Korea,KOR,Legal Assistance and Representation for Persons of Concern to UNHCR,UNHCR,Advocates for Public Interest Law,NGOs: National,88221,UNHCR partner info
2022,Afghanistan,AFG,Community-based Protection and Solutions Programme Response (CO-Prosper) in CR; PSN and third party monitoring,UNHCR,Afghan Amputee Bicyclists for Rehabilitation and Recreation,NGOs: National,2810626,UNHCR partner info
2022,Afghanistan,AFG,"Community-based Protection and Solutions Programme Response (CO-Prosper) in CR; Co-PROSPER Activities for refugees, returnees and IDPs in Paktia, Khost
and Paktika provinces; Community-based Protection and Solutions Programme Response (CO-Prosper) in SR",UNHCR,Afghan Community and Health Rehabilitation Organization,NGOs: National,7619932,UNHCR partner info
2022,Afghanistan,AFG,Women and girl's Protection project; Child Protection Activities in Herat Province,UNHCR,"AFGHAN WOMEN SKILLS DEVELOPMENT CENTRE, AFGHANISTAN",NGOs: National,105628,UNHCR partner info
2022,Ethiopia,ETH,Provision of Assistance and Protection to PoCs in Afar Region,UNHCR,"AFRICA HUMANITARIAN ACTION, ETHIOPIA",NGO: International,1607577,UNHCR partner info
2022,Rwanda,RWA,Protection and Assistance to Refugees and Rwanda returnees,UNHCR,"AFRICA HUMANITARIAN ACTION, ETHIOPIA",NGO: International,2088195,UNHCR partner info
2022,Sudan,SDN,ESNFI's and Community Based Protection Project for Refugees in North Darfur; CSP & ESNFI and Reintegration Projects in North Darfur,UNHCR,"AFRICA HUMANITARIAN ACTION, ETHIOPIA",NGO: International,1450670,UNHCR partner info
2022,South Sudan,SSD,"Primary Healthcare, Reproductive Health, Nutrition and Hygiene promotion services in Ajuong Thok",UNHCR,"AFRICA HUMANITARIAN ACTION, ETHIOPIA",NGO: International,1212458,UNHCR partner info
2022,Uganda,UGA,Provision of Comprehensive primary health and nutrition services to refugees and host population,UNHCR,"AFRICA HUMANITARIAN ACTION, ETHIOPIA",NGO: International,1210352,UNHCR partner info
2022,Kenya,KEN,Enhanced access to quality primary health care and nutrition to refugees in Kakuma and Kalobeyei,UNHCR,Africa Inland Church Kenya,NGOs: National,411977,UNHCR partner info
2022,Global,Global,Collective and complementary humanitarian advocay,UNHCR,African Development Solutions,NGO: International,134462,UNHCR partner info
2022,Ethiopia,ETH,"Logistics Support to Refugee Assistance Program in Ethiopia; Provision of Logistics and Warehouse Services; All persons of concern have access to protection;
Operational Support; Logistics Support to Refugee Assistance Program in Ethiopia",UNHCR,AFRICAN HUMANITARIAN AID AND DEVELOPMENT AGENCY,NGOs: National,1557678,UNHCR partner info
2022,Burundi,BDI,Assistance en Abris et NFIs et Appui logistique aux opérations du HCR au Burundi,UNHCR,AFRICAN INITIATIVE FOR RELIEF AND DEVELOPMENT,NGO: International,1697553,UNHCR partner info
2022,Burkina Faso,BFA,"Projet d’appui logistique aux activités de l'UNHCR dans la Région du Centre Nord.; Projet WASH, Energie, Shelter/AME, Logistique et CCCM dans la Région du
Sahel.; Projet d’appui logistique aux opérations de l’UNHCR dans les zones couvertes par Ouagadougou.",UNHCR,AFRICAN INITIATIVE FOR RELIEF AND DEVELOPMENT,NGO: International,3655719,UNHCR partner info
2022,"Congo, Democratic Republic of",COD,"Appui logistique et assistance en abris et infrastructure aux refugiés CAR /SO Gbadolite; Appui Logistique aux opérations de protection et assistance
multisectorielle en RD Congo; Projet d’appui logistique en faveur des PoCs dans la SD de Kalemie.; Appui Logistique aux operations du UNHCR en faveur des
personnes relevant de son mandat au Nord Kivu; Appui Logistique aux opérations du UNHCR en faveur des personnes relevant de son mandat au Sud Kivu;
Protection et assistance aux refugies sud-soudanais et personne deplacees internes; Appui logistique aux opérations d’assistance multisectorielle au Grand Kasaï",UNHCR,AFRICAN INITIATIVE FOR RELIEF AND DEVELOPMENT,NGO: International,6606932,UNHCR partner info
2022,Liberia,LBR,Protection and Assistnce of Ivorian Refugees & Asylum Seekers in Liberia ( Logistics & Shelters,UNHCR,AFRICAN INITIATIVE FOR RELIEF AND DEVELOPMENT,NGO: International,4316828,UNHCR partner info
2022,Niger,NER,Appui a la Gestion logistique et Maintenance de la flotte logistique pour l'operation du Niger,UNHCR,AFRICAN INITIATIVE FOR RELIEF AND DEVELOPMENT,NGO: International,2707823,UNHCR partner info
2022,South Sudan,SSD,ROAD INFRASTRUCTURE CONSTRUCTION IN MABAN,UNHCR,AFRICAN INITIATIVE FOR RELIEF AND DEVELOPMENT,NGO: International,155109,UNHCR partner info
2022,Chad,TCD,Projet d'appui logistique à l'Opération du Tchad,UNHCR,AFRICAN INITIATIVE FOR RELIEF AND DEVELOPMENT,NGO: International,2585742,UNHCR partner info
2022,Tanzania,TZA,Protection and Assistance to Refugees and Asylum Seekers in Camps (Logistics and Fleet Management),UNHCR,AFRICAN INITIATIVE FOR RELIEF AND DEVELOPMENT,NGO: International,1630014,UNHCR partner info
2022,Somalia,SOM,Improve shelter conditions for Persons of Concern (POCs) in South Central Somalia,UNHCR,AFRICAN VOLUNTEERS FOR RELIEF AND DEVELOPMENT,NGOs: National,2277412,UNHCR partner info
2022,Afghanistan,AFG,"Creating conducive conditions for sustainable reintegration through strengthened essential services; Community Reintegration & Resilience (CORE) to mitigate
displacement & improve community well-being; Enhancing Livelihood of IDPs and Returnees through access to financial credit",UNHCR,Aga Khan Agency for Habitat,NGO: International,3999174,UNHCR partner info
2022,Syria,SYR,"Livelihood and community mobilization activities for Returnees and IDPs in Hama, Syria",UNHCR,Aga Khan Foundation,NGO: International,488461,UNHCR partner info
2022,Afghanistan,AFG,Baseline assessments for (Co-PROSPER) in PARRs and ESNFI,UNHCR,AGENCE D'AIDE A LA COOPERATION TECHNIQUE ET AU DEVELOPPMENT,NGO: International,619552,UNHCR partner info
2022,Burkina Faso,BFA,"Soutien aux populations vulnérables affectées par les mouvmts de population quant à la GSAT au NORD.; Appui aux PDI et hôtes pour la gestion des sites
d’accueil temporaire dans la Région du Centre Nord.",UNHCR,AGENCE D'AIDE A LA COOPERATION TECHNIQUE ET AU DEVELOPPMENT,NGO: International,482727,UNHCR partner info
2022,"Congo, Democratic Republic of",COD,"Assistance en eau, hygiène et assinissement aux réfugiés centrafricains SO Gbadolite",UNHCR,AGENCE D'AIDE A LA COOPERATION TECHNIQUE ET AU DEVELOPPMENT,NGO: International,61634,UNHCR partner info
2022,Iraq,IRQ,Multi-sectorial response for IDPs and refugees in Iraq,UNHCR,AGENCE D'AIDE A LA COOPERATION TECHNIQUE ET AU DEVELOPPMENT,NGO: International,2203689,UNHCR partner info
2022,Moldova,MDA,Reduce the impact of the conflict on refugees in Moldova & ensure access to humanitarian assistance.,UNHCR,AGENCE D'AIDE A LA COOPERATION TECHNIQUE ET AU DEVELOPPMENT,NGO: International,6250788,UNHCR partner info
2022,Myanmar,MMR,Enhancing social cohesion in Rakhine State through community-based projects and protection training,UNHCR,AGENCE D'AIDE A LA COOPERATION TECHNIQUE ET AU DEVELOPPMENT,NGO: International,324934,UNHCR partner info
2022,Philippines,PHL,Improving Protection and Resilience for IDP Communities in BARMM,UNHCR,AGENCE D'AIDE A LA COOPERATION TECHNIQUE ET AU DEVELOPPMENT,NGO: International,145010,UNHCR partner info
2022,Poland,POL,Strengthening Evidence Based Planning and Programming for Humanitarian Actors in Poland,UNHCR,AGENCE D'AIDE A LA COOPERATION TECHNIQUE ET AU DEVELOPPMENT,NGO: International,932831,UNHCR partner info
2022,Romania,ROU,Information Management for Ukrainian situation response in Romania,UNHCR,AGENCE D'AIDE A LA COOPERATION TECHNIQUE ET AU DEVELOPPMENT,NGO: International,623872,UNHCR partner info
2022,Sudan,SDN,"Provision of emergency shelter tents, NFIs and meals to the new arrivals in camps 6 and Tunaydba",UNHCR,AGENCE D'AIDE A LA COOPERATION TECHNIQUE ET AU DEVELOPPMENT,NGO: International,1865208,UNHCR partner info
2022,Somalia,SOM,Implementation of Camp Coordination and Camp Management Programme in Somaliland,UNHCR,AGENCE D'AIDE A LA COOPERATION TECHNIQUE ET AU DEVELOPPMENT,NGO: International,247559,UNHCR partner info
2022,South Sudan,SSD,"Protection, assistance and solutions to lDPs and returnees in Eastern Equatoria State, South Sudan; Providing multi-sectoral assistance to refugee camps in
Maban county.",UNHCR,AGENCE D'AIDE A LA COOPERATION TECHNIQUE ET AU DEVELOPPMENT,NGO: International,2244736,UNHCR partner info
2022,Uganda,UGA,Information Management Support to UNHCR.,UNHCR,AGENCE D'AIDE A LA COOPERATION TECHNIQUE ET AU DEVELOPPMENT,NGO: International,227674,UNHCR partner info
2022,Congo,COG,Projet de Protection Internationale & Solutions visant l'accès inclusif aux services sociaux de base,UNHCR,AGENCE D'ASSIST. AUX REPATRIES ET REFUGIES AU CONGO - COB,NGOs: National,881050,UNHCR partner info
2022,"Congo, Democratic Republic of",COD,"Assistance médicale, VIH, nutritionnelle et WASH pr les réf. Burundais à Uvira & Fizi/ Sud Kivu",UNHCR,AGENCE DE DÉVELOPPEMENT ECONOMIQUE ET SOCIAL,NGO: International,596675,UNHCR partner info
2022,Niger,NER,"Projet d’Education au profit des réfugiés/demandeurs d'asile maliens, des ressortissants Burkinabè e; Projet d’éducation primaire et secondaire au profit des
refugies dans la Région de Diffa",UNHCR,AGENCE DE DÉVELOPPEMENT ECONOMIQUE ET SOCIAL,NGO: International,1955363,UNHCR partner info
2022,Djibouti,DJI,Projet d’Appui à l’Entrepreneuriat des Refugiés,UNHCR,Agence Djiboutienne de Developpement Social,Governments: Local/National,500000,UNHCR partner info
2022,Chad,TCD,Projet d'appui à la citoyenneté et à la prévention de l'Apatridie au Tchad,UNHCR,Agence Nationale des Titres Securises,Governments: Local/National,329662,UNHCR partner info
2022,Mauritania,MRT,Inclusion socio-économique des réfugiés et communautés hôtes aux services publics d’emploi,UNHCR,Agence Nationale pour l'Emploi (Agence TECHGHIL),Governments: Local/National,286474,UNHCR partner info
2022,Ecuador,ECU,Alojamiento Temporal para Personas en Situación de Movilidad Humana; Alojamiento Temporal para familias en Situación de Movilidad Humana,UNHCR,Agencia Adventista de Desarrollo y Recursos Asistenciales del Ecuador,NGOs: National,212631,UNHCR partner info
2022,Argentina,ARG,Rediseño y mejoramiento de los dispositivos de emergencia en Colchane y Lobito,UNHCR,Agencia Chilena de Cooperacion Internacional para el Desarrollo,Governments: Local/National,80534,UNHCR partner info
2022,Afghanistan,AFG,"Implementation of Community-based Protection and Solutions Programme Response (Co-PROSPER) in 3 PARR; Shelter Construction for earth quake response in
Paktika province",UNHCR,Agency for Humanitarian and Development Assistance for Afghanistan,NGOs: National,9330097,UNHCR partner info
2022,Czech Republic,CZE,Mental health resilience trainings and psychological support for vulnerable refugees,UNHCR,Agency for Migration and Adaptation AMIGA z.s.,NGOs: National,113733,UNHCR partner info
2022,Moldova,MDA,UNHCR contribution to the Population support fund in favor of vulnerable people in Moldova,UNHCR,Agentia Nationala Asistenta Sociala,Governments: Local/National,993204,UNHCR partner info
2022,Israel,ISL,Social services and empowerment support for refugees and asylum-seekers in Israel,UNHCR,AID ORGANIZATION FOR REFUGEES AND ASYLUM SEEKERS,NGOs: National,167189,UNHCR partner info
2022,"Congo, Democratic Republic of",COD,Renforcement des mécanismes communautaires de prévention et réponse aux GBV dans le Masisi et Rutshu,UNHCR,AIDPROFEN-Actions et Init. de dev. pour la protection de la femme et de l'enfant,NGOs: National,225900,UNHCR partner info
2022,Syria,SYR,Access to basic health care for refugees and asylum seekers in camps and urban areas of Al Hassakeh,UNHCR,Al Birr Association Charitable and Sociable Services Organization,NGOs: National,376931,UNHCR partner info
2022,Syria,SYR,Livelihoods support to returnees and host community in Hassakeh governorate,UNHCR,Al Birr Association for Social Services in Hassakeh,NGOs: National,192507,UNHCR partner info
2022,Sudan,SDN,"Health services for urban refugees and statelessness advocacy in Khartoum; Provision of integrated health services to South Sudanese Refugees in the Kordofan
states",UNHCR,AL MANAR VOLUNTARY ORGANIZATION,NGOs: National,639219,UNHCR partner info
2022,Syria,SYR,"Multi-sectoral protection assistance to persons of concern in Damascus and Rural Damascus, Syria",UNHCR,AL NADA DEVELOPMENT NGO,NGOs: National,1412610,UNHCR partner info
2022,Lebanon,LBN,"Special Education for Children with Learning Difficulties, Intellectual Disability and Autism",UNHCR,Al Nahda Wal Adala,NGOs: National,98020,UNHCR partner info
2022,Yemen,YEM,Provision of primary and secondary education in Kharaz refugee camp and Al-Basateen area-Aden,UNHCR,Al-Awn Foundation for Development,NGOs: National,1162495,UNHCR partner info
2022,Syria,SYR,Multi-sectoral Protection response through Community Centers for POCs,UNHCR,AL-BATOOL FOR HUMANITARIAN SERVICES,NGOs: National,756682,UNHCR partner info
2022,Mexico,MEX,Acogida y asistencia humanitaria a personas refugiadas y solicitantes de asilo,UNHCR,"Albergue Diocesano Belen, Fui Forastero y Me Acogiste, A.C.",NGOs: National,92406,UNHCR partner info
2022,Yemen,YEM,"Access, screening and providing legal assistance to UHNCR persons of concern in northern- Yemen",UNHCR,Al-Dar Al-Arabia For Development and Advocacy,NGOs: National,331614,UNHCR partner info
2022,Mexico,MEX,"Acogimiento temporal a PdI en situación de vulnerabilidad en Tijuana, y NNAs en Comitán, Chiapas",UNHCR,Aldeas Infantiles SOS de Mexico,NGOs: National,184899,UNHCR partner info
2022,Ecuador,ECU,"Protección integral y restitución de derechos para niños, niñas, adolescentes no acompañados o separ",UNHCR,Aldeas Infantiles SOS Ecuador,NGOs: National,160757,UNHCR partner info
2022,Peru,PER,"Niñas, niños y adolescentes refugiados y migrantes en entornos seguros de protección",UNHCR,Aldeas Infantiles SOS Perú - Asociación Nacional,NGOs: National,814772,UNHCR partner info
2022,Brazil,BRA,Provision of multi-sectoral and realocation assistance to PoCs,UNHCR,Aldeias Infantis SOS Brasil,NGOs: National,507642,UNHCR partner info
2022,Rwanda,RWA,Assistance and Protection Services to PoC in Rwanda,UNHCR,ALIGHT,NGO: International,1416172,UNHCR partner info
2022,Sudan,SDN,"Provision Health and Sanitation services for refugees in Kassala; Provision health and protection service for refugees and asylum seekers; Provision of Health,
Nutrition and Protection Support for Refugees in East Darfur; Community Based Protection in East Darfur; Community-based Protection in West Kordofan",UNHCR,ALIGHT,NGO: International,4517253,UNHCR partner info
2022,South Sudan,SSD,"Protection, assistance and solutions to Internally Displaced Persons (IDPs) and Returnees in Kajo-Ke",UNHCR,ALIGHT,NGO: International,275252,UNHCR partner info
2022,Uganda,UGA,"Prov of Protection, Legal, CBP, SGBV and CP for Ref & Asly in Oruch, Kyaka, Rwamwanja, Nak & kyang",UNHCR,ALIGHT,NGO: International,2254818,UNHCR partner info
2022,Yemen,YEM,Warehouse Management and Transportation,UNHCR,AL-MAGD FOR CHARITABLE & HUMANITARIAN RELIEF & DEVELOPMENT,NGOs: National,1134210,UNHCR partner info
2022,Iraq,IRQ,"GBV case management services for Asylum-seekers, Refugees and IDPs in Erbil",UNHCR,Al-Mesalla Organization for Human Resources Development,NGOs: National,426945,UNHCR partner info
2022,Syria,SYR,Community-Based protection and support to returnees in Aleppo,UNHCR,AL-TA'ALOUF Association,NGOs: National,1141114,UNHCR partner info
2022,Mexico,MEX,"Atención y protección a mujeres víctimas de VBG refugiadas, solicitantes, en movimiento, pob. local",UNHCR,ALTERNATIVAS PACIFICAS A.C.,NGOs: National,285808,UNHCR partner info
2022,Lebanon,LBN,“Whole of Society” approach,UNHCR,AMERICAN UNIVERSITY OF BEIRUT,Other: National,96726,UNHCR partner info
