year,destination_org,country,activity_description,amountUSD,destination_org_type,source_org,data_source
2022,ASOCIACION DE DESARROLLO AGRICOLA S,Guatemala,Malnutrition prevention activities,135697.72,NGOs: National,WFP,WFP FLA data
2022,ASOCIACION DE DESARROLLO INTEGRAL C,Guatemala,Unconditional resource transfers to support access to food,80457.11,NGOs: National,WFP,WFP FLA data
2022,ASOCIACION DE DESARROLLO,Guatemala,School meal activities,45805.32,NGOs: National,WFP,WFP FLA data
2022,ASOCIACION DE SERVICIOS Y DESARROLL,Guatemala,Malnutrition prevention activities,59829.06,NGOs: Local,WFP,WFP FLA data
2022,ASOCIACION DE SERVICIOS Y DESARROLL,Guatemala,Unconditional resource transfers to support access to food,52986.84,NGOs: Local,WFP,WFP FLA data
2022,ASOCIACION PARA EL DESARROLLO INTEG,Guatemala,Malnutrition prevention activities,180928.6,NGOs: National,WFP,WFP FLA data
2022,FUNDACION BENDISION,Guatemala,Unconditional resource transfers to support access to food,22654.82,NGOs: National,WFP,WFP FLA data
2022,FUNDACION PROPAZ ONG,Guatemala,Institutional capacity strengthening activities,64457.22,NGOs: National,WFP,WFP FLA data
2022,Action pour la Sante et le Developp,Guinea,Unconditional resource transfers to support access to food,22159.1,NGOs: National,WFP,WFP FLA data
2022,ActionAid Haiti,Haiti,Unconditional resource transfers to support access to food,174097.51,NGOs: International,WFP,WFP FLA data
2022,AGENCE D'AIDE A LA COOPERATION TECH,Haiti,Unconditional resource transfers to support access,676362.95,NGOs: International,WFP,WFP FLA data
2022,AGENCE D'AIDE A LA COOPERATION,Haiti,School meal activities,234422.58,NGOs: International,WFP,WFP FLA data
2022,AGENCE D'AIDE A LA COOPERATION TECH,Haiti,Institutional capacity strengthening activities,44259.47,NGOs: International,WFP,WFP FLA data
2022,Ananda Marga Universal Relief Team,Haiti,School meal activities,480804.98,NGOs: International,WFP,WFP FLA data
2022,Ananda Marga Universal Relief Team,Haiti,Unconditional resource transfers to support access to food,90423.21,NGOs: International,WFP,WFP FLA data
2022,Ass des Volontaires pour le Ser Int,Haiti,Unconditional resource transfers to support access to food,194957.67,NGOs: International,WFP,WFP FLA data
2022,BUREAU DIOCESAIN D EDUCATION DE,Haiti,School meal activities,455886.7,NGOs: National,WFP,WFP FLA data
2022,CARITAS DE LANSE A VEAU MIRAGOANE,Haiti,Unconditional resource transfers to support access to food,158587.5,NGOs: Local,WFP,WFP FLA data
2022,CARITAS SUISSE,Haiti,Unconditional resource transfers to support access to food,21136.75,NGOs: International,WFP,WFP FLA data
2022,"CATHOLIC RELIEF SERVICES, HAITI",Haiti,Unconditional resource transfers to support access to food,128288.21,NGOs: International,WFP,WFP FLA data
2022,CENTRE D ETUDE ET DE COOPERATION,Haiti,Unconditional resource transfers to support access,753195.03,NGOs: International,WFP,WFP FLA data
2022,Cooperazione Internazionale,Haiti,Unconditional resource transfers to support access to food,404308.58,NGOs: International,WFP,WFP FLA data
2022,GOAL HAITI,Haiti,Unconditional resource transfers to support access to food,112023.55,NGOs: International,WFP,WFP FLA data
2022,"Groupe pour l'Inclusion, la Recherc",Haiti,Unconditional resource transfers to support access to food,596609.39,NGOs: National,WFP,WFP FLA data
2022,Medicos Del Mundo Argentina,Haiti,Unconditional resource transfers to support access,45304.88,NGOs: International,WFP,WFP FLA data
2022,MISSION OF HOPE,Haiti,School meal activities,217391.22,NGOs: International,WFP,WFP FLA data
2022,Mouvement des Jeunes pour le Develo,Haiti,Unconditional resource transfers to support access to food,44675.84,Unknown,WFP,WFP FLA data
2022,Plan International Haiti,Haiti,Unconditional resource transfers to support access,46095.73,NGOs: International,WFP,WFP FLA data
2022,REGROUPEMENT POUR LA MOBILISATION E,Haiti,Unconditional resource transfers to support access to food,743972.85,NGOs: National,WFP,WFP FLA data
2022,SOCIETE D'INFORMATION EN CMMUNICATI,Haiti,Unconditional resource transfers to support access to food,359208.09,Private Organisations: National,WFP,WFP FLA data
2022,SOLIDARIDAD INTERNACIONAL,Haiti,Unconditional resource transfers to support access to food,628763.38,NGOs: International,WFP,WFP FLA data
2022,VIVA RIO,Haiti,Unconditional resource transfers to support access to food,177426.91,NGOs: International,WFP,WFP FLA data
2022,WORLD VISION INTERNATIONAL WVI,Haiti,School meal activities,221079.2,NGOs: International,WFP,WFP FLA data
2022,ASOCIACION DE DESARROLLO,Honduras,School meal activities,32790.26,Unknown,WFP,WFP FLA data
2022,Asociacion Vision Mundial Honduras,Honduras,Unconditional resource transfers to support access,77884.94,NGOs: International,WFP,WFP FLA data
2022,CARITAS DE HONDURAS,Honduras,Unconditional resource transfers to support access,36370.92,NGOs: National,WFP,WFP FLA data
2022,CATHOLIC RELIEF SERVICES - UNITED S,Honduras,Malnutrition prevention activities,240656.27,NGOs: International,WFP,WFP FLA data
2022,COMISION ACCION SOCIAL,Honduras,School meal activities,65388.79,NGOs: National,WFP,WFP FLA data
2022,FUNDACION EN ACCION,Honduras,School meal activities,37898.46,NGOs: National,WFP,WFP FLA data
2022,FUNDACION PARA EL DESARROLLO,Honduras,School meal activities,49041.78,Unknown,WFP,WFP FLA data
2022,ORGANIZACION NO GUBERNAMENTAL,Honduras,School meal activities,70783.79,Unknown,WFP,WFP FLA data
2022,ORGANIZACION NO GUBERNAMENTAL SUR E,Honduras,Unconditional resource transfers to support access,32403.72,Unknown,WFP,WFP FLA data
2022,MAMATA SHAKTI SANCHAYIKA BLOCK LEVE,India,Institutional capacity strengthening activities,29210.1,Other: Local,WFP,WFP FLA data
2022,RANDHA THR UNIT BLF RANGEILUNDA,India,Institutional capacity strengthening activities,25631.04,Other: Local,WFP,WFP FLA data
2022,SASHAKT NARI SWAYAM SAHAYATA SAMUH,India,Institutional capacity strengthening activities,73967.84,Other: Local,WFP,WFP FLA data
2022,Social Action Research Training Hea,India,Institutional capacity strengthening activities,61594.53,NGOs: Local,WFP,WFP FLA data
2022,ACTION AGAINST HUNGER UK LIMITED,India,,158830,NGOs: International,WFP,WFP FLA data
2022,CHARITABLE ANALYTICS,India,,52602,NGOs: International,WFP,WFP FLA data
2022,CARITAS CZECH REPUBLIC,Iraq,Institutional capacity,794363.29,NGOs: International,WFP,WFP FLA data
2022,Mercy Hand For Humanitaarian AID,Iraq,Unconditional resource transfers to support access to food,156206.43,NGOs: National,WFP,WFP FLA data
2022,WORLD VISION INTERNATIONAL IRAQ,Iraq,Unconditional resource transfers to support access,726008.41,NGOs: International,WFP,WFP FLA data
2022,CBM Australia,Italy,,207858,NGOs: International,WFP,WFP FLA data
2022,INSTITUTE OF DEVELOPMENT STUDIES,Italy,,60162,Other: International,WFP,WFP FLA data
2022,AGENCE D AIDE A LA COOPERATION,Jordan,School meal activities,336021.48,NGOs: International,WFP,WFP FLA data
2022,AGENCE D AIDE A LA COOPERATION TECH,Jordan,Unconditional resource transfers to support access to food,249247.79,NGOs: International,WFP,WFP FLA data
2022,America Mideast Education and Train,Jordan,,31355.93,NGOs: International,WFP,WFP FLA data
2022,Caritas Jordan,Jordan,Unconditional resource transfers to support access to food,93600,NGOs: National,WFP,WFP FLA data
2022,Cewas,Jordan,Service provision and,40162,NGOs: National,WFP,WFP FLA data
2022,IMMAP FRANCE,Jordan,Unconditional resource transfers to support access to food,497618.29,NGOs: International,WFP,WFP FLA data
2022,IMMAP FRANCE,Jordan,Institutional capacity strengthening activities,46845,NGOs: International,WFP,WFP FLA data
2022,International Medical Corps (UK) (I,Jordan,Unconditional resource transfers to support access to food,26361.7,NGOs: International,WFP,WFP FLA data
2022,NATIONAL AID FUND,Jordan,Institutional capacity strengthening activities,609053.95,Governments: National,WFP,WFP FLA data
2022,The Jordanian Hasemite Fund for Hum,Jordan,Unconditional resource transfers to support access to food,151096.91,NGOs: National,WFP,WFP FLA data
2022,The Jordanian Hashemite Fund for Hu,Jordan,Unconditional resource transfers to support access to food,162894.74,NGOs: National,WFP,WFP FLA data
2022,African Technology Innovation Hubs,Kenya,,174918.45,NGOs: International,WFP,WFP FLA data
2022,ARID LANDS DEVELOPMENT FOCUS,Kenya,Unconditional resource transfers to support access to food,174706.4,NGOs: National,WFP,WFP FLA data
2022,CARE KENYA,Kenya,Unconditional resource transfers to support access to food,334612.76,NGOs: International,WFP,WFP FLA data
2022,CEREALS GROWERS ASSOCIATION,Kenya,,40000,Other: National,WFP,WFP FLA data
2022,CONSORTIUM OF COOPERATING PARTNERS,Kenya,Unconditional resource transfers to support access,279496.17,NGOs: Local,WFP,WFP FLA data
2022,KENYA RED CROSS SOCIETY,Kenya,Unconditional resource transfers to support access to food,220465.18,Red Cross: National,WFP,WFP FLA data
2022,LOTUS KENYA ACTION FOR DEVELOPMENT,Kenya,Unconditional resource transfers to support access to food,242198.35,NGOs: National,WFP,WFP FLA data
2022,PEACE WINDS JAPAN,Kenya,Unconditional resource transfers to support access to food,25579.11,NGOs: International,WFP,WFP FLA data
2022,RELIEF RECONSTRUCTION AND DEVELOPME,Kenya,Unconditional resource transfers to support access to food,85372.55,NGOs: National,WFP,WFP FLA data
2022,SAVE THE CHILDREN,Kenya,Institutional capacity,59505.6,NGOs: International,WFP,WFP FLA data
2022,STRATEGIES  FOR NORTHERN,Kenya,Unconditional resource,393832.15,NGOs: Local,WFP,WFP FLA data
2022,WORLD VISION KENYA,Kenya,Institutional capacity strengthening activities,20547.28,NGOs: International,WFP,WFP FLA data
2022,Agency of Development Initiatives,Kyrgyzstan,Climate adaptation and risk management activities,46823.15,NGOs: National,WFP,WFP FLA data
2022,Association of Legal Entities Forum,Kyrgyzstan,Climate adaptation and risk management activities,40707.26,Other: National,WFP,WFP FLA data
2022,CENTER OF ACTIVATING DEVELOPMENT OF,Kyrgyzstan,Individual capacity strengthening activities,39388.02,NGOs: National,WFP,WFP FLA data
2022,"Public Foundation ""Center for Renew",Kyrgyzstan,Climate adaptation and risk management activities,75529.34,NGOs: National,WFP,WFP FLA data
2022,SOCIAL AND INDUSTRIAL,Kyrgyzstan,School meal activities,373955.44,NGOs: International,WFP,WFP FLA data
2022,The Aga Khan Foundation Branch Offi,Kyrgyzstan,Climate adaptation and risk management activities,141213.16,NGOs: International,WFP,WFP FLA data
2022,THE PUBLIC FOUNDATION INSAN,Kyrgyzstan,School meal activities,75852.96,NGOs: National,WFP,WFP FLA data
2022,Big Brother Mouse,Lao People's Democratic Republic,School meal activities,31869,NGOs: National,WFP,WFP FLA data
2022,Comite de Cooperation avec le Laos,Lao People's Democratic Republic,Malnutrition prevention activities,22883,NGOs: International,WFP,WFP FLA data
2022,INTERNATIONAL INSTITUTE OF RURAL,Lao People's Democratic Republic,School meal activities,69473,NGOs: International,WFP,WFP FLA data
2022,Plan International Laos,Lao People's Democratic Republic,School meal activities,59864,NGOs: International,WFP,WFP FLA data
2022,World Vision Of Lao,Lao People's Democratic Republic,Climate adaptation and risk management activities,138218,NGOs: International,WFP,WFP FLA data
2022,World Vision Of Lao,Lao People's Democratic Republic,Unconditional resource transfers to support access to food,135609.37,NGOs: International,WFP,WFP FLA data
2022,ANERA American Near East Refugee Ai,Lebanon,Unconditional resource transfers to support access to food,323866.99,NGOs: International,WFP,WFP FLA data
2022,ASSOCIATION DES VOLONTAIRES POUR LE,Lebanon,Individual capacity strengthening activities,43237.13,NGOs: International,WFP,WFP FLA data
2022,Basmeh and Zeitooneh Lebanese Assoc,Lebanon,Unconditional resource transfers to support access,185499.12,NGOs: National,WFP,WFP FLA data
2022,Berytech Foundation,Lebanon,Individual capacity strengthening activities,426703.87,NGOs: National,WFP,WFP FLA data
2022,CARE INTERNATIONAL IN LEBANON,Lebanon,Individual capacity strengthening activities,755573.28,NGOs: International,WFP,WFP FLA data
2022,Development Culture and Leadership,Lebanon,Unconditional resource transfers to support access,477323.04,NGOs: National,WFP,WFP FLA data
2022,Lebanese Red Cross,Lebanon,Unconditional resource transfers to support access to food,604556.53,Red Cross: National,WFP,WFP FLA data
2022,MERCY -USA FOR AID AND DEVELOPMENT,Lebanon,Unconditional resource transfers to support access to food,568005.03,NGOs: International,WFP,WFP FLA data
2022,Polish Center for International Aid,Lebanon,Individual capacity strengthening activities,96694.29,NGOs: International,WFP,WFP FLA data
2022,The Lebanese Organization of Studie,Lebanon,Unconditional resource transfers to support access to food,88019.16,NGOs: National,WFP,WFP FLA data
2022,Lesotho Red Cross,Lesotho,Institutional capacity strengthening activities,20000,Red Cross: National,WFP,WFP FLA data
2022,ATTA AL KHAIR ASSOCIATION,Libya,Unconditional resource transfers to support access to food,83347.73,NGOs: National,WFP,WFP FLA data
2022,AYADI AL KHAIR FOUNDATION FOR RELIE,Libya,Unconditional resource transfers to support access to food,111993.95,NGOs: National,WFP,WFP FLA data
2022,KAFAA DEVELOPMENT FOUNDATION,Libya,Unconditional resource transfers to support access to food,209229.59,NGOs: National,WFP,WFP FLA data
2022,LIBYAN HUMANITARIAN RELIEF AGENCY,Libya,Unconditional resource transfers to support access to food,161936.61,NGOs: National,WFP,WFP FLA data
2022,MOOMKEN ORGANIZATION FOR AWARENESS,Libya,Unconditional resource transfers to support access to food,212676.9,NGOs: National,WFP,WFP FLA data
2022,MOOMKEN ORGANIZATION FOR AWARENESS,Libya,Service provision and platforms activities,179391.52,NGOs: National,WFP,WFP FLA data
2022,Organization of Development Pioneer,Libya,Unconditional resource transfers to support access to food,33878.13,NGOs: National,WFP,WFP FLA data
2022,SHAIKH TAHIR AZZAWI CHARITY ORGANIZ,Libya,Unconditional resource transfers to support access to food,98900.9,NGOs: National,WFP,WFP FLA data
2022,Adventist Development and Relief Ag,Madagascar,Unconditional resource transfers to support access to food,206248.19,NGOs: International,WFP,WFP FLA data
2022,ANDRY LALANA TOHANA (ALT),Madagascar,Unconditional resource transfers to support access,75495.86,NGOs: National,WFP,WFP FLA data
2022,Antsafa sy Korana ary Sehatra Ifamp,Madagascar,Unconditional resource transfers to support access to food,44537.22,Unknown,WFP,WFP FLA data
2022,Association AINA,Madagascar,Unconditional resource transfers to support access to food,66248.47,NGOs: National,WFP,WFP FLA data
2022,ASSOCIATION AMPELAMITRAOKA,Madagascar,Unconditional resource transfers to support access to food,95102.04,NGOs: Local,WFP,WFP FLA data
2022,Association des Consultants Cadres,Madagascar,Unconditional resource transfers to support access to food,61104.14,NGOs: National,WFP,WFP FLA data
2022,ASSOCIATION FANANTENANA,Madagascar,Unconditional resource transfers to support access to food,40034.23,NGOs: International,WFP,WFP FLA data
2022,ASSOCIATION FIHAMY,Madagascar,Unconditional resource transfers to support access to food,216484.45,NGOs: National,WFP,WFP FLA data
2022,ASSOCIATION FIHAMY,Madagascar,Malnutrition prevention activities,36815.46,NGOs: National,WFP,WFP FLA data
2022,Association FITAHIA,Madagascar,Unconditional resource transfers to support access to food,78135.44,NGOs: Local,WFP,WFP FLA data
2022,ASSOCIATION HOPITAL LOTERANA EJEDA,Madagascar,Unconditional resource transfers to support access,29842.89,Other: National,WFP,WFP FLA data
2022,Association MAHAVOTSE,Madagascar,Unconditional resource transfers to support access to food,36065.42,NGOs: National,WFP,WFP FLA data
2022,Association MANDRESY,Madagascar,Unconditional resource transfers to support access,64237.91,NGOs: National,WFP,WFP FLA data
2022,Association PARADI,Madagascar,Unconditional resource transfers to support access to food,29303.2,Private Organisations: National,WFP,WFP FLA data
2022,Association TODISOA,Madagascar,Unconditional resource transfers to support access to food,129756.45,Unknown,WFP,WFP FLA data
2022,ASSOCIATION TOMPY,Madagascar,Unconditional resource transfers to support access to food,277359.65,NGOs: Local,WFP,WFP FLA data
2022,Association VONJY IV,Madagascar,Unconditional resource transfers to support access,56452.8,NGOs: National,WFP,WFP FLA data
2022,CARITAS MADAGASCAR DIOCESE de TOLIA,Madagascar,Unconditional resource transfers to support access to food,23579.39,NGOs: National,WFP,WFP FLA data
