year,recipient_location_iso3,total_usd_defl_m_lnha,destination_org_country,total_usd_defl_m,lnha_funding_perc
2016,PHL,8.03910817902,Philippines,29.650113519,0.271132458695933
2016,MYS,,Malaysia,0.715799309,
2016,ZAF,,South Africa,7.133683391,
2016,THA,0.5472415222,Thailand,25.985265409,0.0210596856944345
2016,TON,0.146355952221,Tonga,0.870616068,0.168106192385367
2016,ZWE,4.75992077281573,Zimbabwe,298.891325114,0.0159252556794689
2017,FSM,,"Micronesia, Federated States of",17.46787686,
2017,CHL,12.66885495491,Chile,13.804013402,0.917766057302905
2017,PER,2.13265053498,Peru,29.429355446,0.0724667768851821
2017,KEN,76.8840693469063,Kenya,406.760904869,0.189015385762472
2017,BHS,0.1222733516,Bahamas,0.143321487,0.853140405946249
2017,COD,18.9547345543743,Democratic Republic of the Congo,661.036492736,0.0286742634675455
2017,MOZ,1.91501647948703,Mozambique,57.834713089,0.0331118869136616
2017,UKR,0.07399743645,Ukraine,208.562213206,0.00035479790568252
2017,CMR,0.2595216257,Cameroon,181.506839573,0.00142981733531657
2017,MEX,0.90365979541,Mexico,13.010341875,0.0694570368782104
2017,TCD,3.3787908424,Chad,369.078823308,0.00915465919208365
2017,PNG,,Papua New Guinea,4.260003571,
2017,PLW,,Palau,0.390954369,
2017,MYS,,Malaysia,0.692121612,
2017,ISR,,Israel,0.118762884,
2017,IDN,1.04681152,Indonesia,14.661848099,0.0713969693951063
2017,IND,,India,1.564183843,
2017,TLS,,Timor-Leste,5.318890796,
2017,BTN,,Bhutan,1.030410497,
2017,CAF,1.40661792394252,Central African Republic,334.998116961,0.00419888307642719
2017,CRI,12.772861641,Costa Rica,14.157122942,0.90222156672149
2017,CUB,,Cuba,22.774668971,
2017,CHN,,China,0.399154574,
2017,THA,,Thailand,5.451360691,
2017,VUT,0.23511386917,Vanuatu,1.29628197,0.181375560727733
2019,NGA,5.13478349649369,Nigeria,899.497969967,0.00570849926062876
