year,donor_org,donor_org_type,total_usd_defl_m_lnha
2024,Action Aid Myanmar,NGOs: International,0.452456009967979
2024,Consortium of Dutch NGO's (The Netherlands),NGOs: International,0.617916296915355
2024,People in Need,NGOs: International,0.46831675579063
2024,CARE Myanmar,NGOs: International,1.23081873471375
2024,Community Partners International,NGOs: International,0.408455799509212
2024,Karuna Mission Social Solidarity,NGOs: Local/National,0.608295716177561
2024,Federation of Handicap International,NGOs: International,0.921613465540273
2024,Mines Advisory Group,NGOs: International,3.17673178975928
2024,PATH,NGOs: International,0.529704477682524
2024,Trócaire,NGOs: International,0.262239610125134
2024,Finn Church Aid (Myanmar),NGOs: International,0.548234127235792
2024,Adventist Development and Relief Agency-Myanmar,NGOs: International,0.755189163127312
2024,The Foundation Terre des hommes,NGOs: International,0.629844642595132
2024,World Concern Myanmar,NGOs: International,0.0762570487636409
2024,AVSI Foundation Myanmar,NGOs: International,0.372595402885258
2024,Malteser International,NGOs: International,0.328397495853852
2024,Kachin Baptist Convention,NGOs: Local/National,0.202817109608774
2024,Rakhine Thahaya Association (YGN),NGOs: Local/National,0.120935495483984
2024,Centre for Social Integrity,NGOs: Local/National,0.0449172485209556
2024,Network Activities Group,NGOs: Local/National,0.130778240192019
2024,Développement pour un Mieux Être,NGOs: Local/National,0.0187146230791527
2024,Association Nigérienne pour un Développement Durable,NGOs: Local/National,0.0687807907518405
2024,Action pour le Developpement du Sahel,NGOs: Local/National,0.148181410759611
2024,Volontaires Nigériens pour le Développement,NGOs: Local/National,0.0858512047120214
2024,Help,NGOs: International,0.0887324854538385
2024,Cooperazione Internazionale  (COOPI),NGOs: International,0.0341515935753077
2024,LAKARMISSIONEN (LM International),NGOs: International,0.0649903015150682
2024,Fundación Educación Y Cooperación,NGOs: International,0.375928841134793
2024,Plan Niger,NGOs: International,0.118660027506836
2024,Association Nigérienne pour le Traitement de la Délinquance et la prévention du crime,NGOs: Local/National,0.246294692717766
2024,ZOA International,NGOs: International,0.481115162129198
2024,Action Health Incorporated,NGOs: Local/National,0.13720044271505
2024,GRASSROOT LIFE SAVING OUTREACH,NGOs: Local/National,0.176073265331976
2024,Salient Humanitarian Organization,NGOs: Local/National,0.205344102433288
2024,Royal Heritage Health Foundation,NGOs: Local/National,0.457293703822192
2024,Care Best Initiative,NGOs: Local/National,0.2744008854301
2024,Polish Humanitarian Action,NGOs: International,0.408307037731781
2024,For AFRIKA TO THRIVE,NGOs: International,0.11177685921295
2024,Lakarmissionen,NGOs: International,0.400046844300756
2024,Vétérinaires sans Frontières (Switzerland),NGOs: International,0.0686007107054769
2024,Concern Worldwide,NGOs: International,0.13720044271505
2024,Catholic Agency For Overseas Development,NGOs: International,0.0195739180829962
2024,Community Action Organization,NGOs: Local/National,0.146804385622472
2024,International NGO,NGOs: International,35.6994843368725
2024,UN Agency,Multilateral: UN,3.91878550415131
2024,Action Against Hunger- Spain,NGOs: International,0.0202501969527637
2024,Fondazione Terres des Hommes Italia,NGOs: International,0.0328235032333764
2024,National NGO,NGOs: Local/National,0.592046428080962
2024,MTU Mondo,NGOs: International,0.418787892169321
2024,"International Rescue Committee, Inc.",NGOs: International,1.90177349876269
2024,Samaritan’s Purse Ukraine,NGOs: International,1.01797097078334
2024,Stichting ZOA,NGOs: International,0.574413263975896
2024,Triangle Generation Humanitaire,NGOs: International,0.443996162572508
2024,Help – Hilfe zur Selbsthilfe e.V.,NGOs: International,1.01988627866776
2024,Estonian Refugee Council,NGOs: International,0.279310024085315
2024,Project Hope 'The people to people health foundation' Inc.,NGOs: International,0.189200513494337
2024,CORE Community Organized Relief Effort,NGOs: International,0.556014759673783
2024,"Global Emergency Relief, Recovery & Reconstruction",NGOs: International,1.02046273055531
2024,Caritas Czech Republic,NGOs: International,0.809890434602052
2024,Charity Foundation “NEW WAY”,NGOs: Local/National,0.429584865383902
2024,Zaporizhzhia Charitable Foundation 'Unity' for the Future',NGOs: Local/National,0.194413047879839
2024,ICF Caritas Ukraine,NGOs: Local/National,6.54538804039869
2024,Charitable Organization 'Charity Fund Team4UA',NGOs: Local/National,2.41327619001984
2024,Nonviolent Peaceforce International,NGOs: International,0.765920563716314
2024,arche noVa (Representative office of arche noVa in Ukraine),NGOs: International,0.666780626017746
2024,AVSI Foundation,NGOs: International,0.500700824563044
2024,HIAS Inc.,NGOs: International,1.50014312448902
2024,Stichting War Child,NGOs: International,0.837901690074723
2024,Corus International,NGOs: International,0.808019171702482
2024,UK-Med,NGOs: International,0.826999996398399
2024,Fondazione We World - GVC Onlus,NGOs: International,0.575169795909802
2024,humedica e.V.,NGOs: International,0.0887696758981962
2024,Volontariato Internazionale per lo Sviluppo,NGOs: International,0.198405148472866
2024,MEDICAL TEAMS INTERNATIONAL,NGOs: International,0.276819243009253
2024,Street Child,NGOs: International,1.70981208412275
2024,FONDAZIONE TERRE DES HOMMES ITALIA - ONLUS,NGOs: International,0.743023973038729
2024,Non-Governmental Organization Resource Center,NGOs: Local/National,0.263788885741403
2024,International Charitable Organization “East Europe Foundation”,NGOs: Local/National,1.410493600973
2024,CHARITABLE ORGANIZATION “UKRAINIAN EDUCATION  PLATFORM”,NGOs: Local/National,0.522049118320264
2024,Dorcas Aid International Transcarpathia,NGOs: Local/National,0.410964197111547
2024,Charitable Organization 'Charity Fund 'POSMISHKA UA',NGOs: Local/National,0.555209292944667
2024,The International Charitable Foundation “Alliance for Public Health”,NGOs: Local/National,0.291018163186659
2024,HIAS Venezuela,NGOs: International,0.769519228555872
2024,Federacion Luterana Mundial Capitulo Venezuela,NGOs: International,0.256107101589731
2024,Grupo Social CESAP,NGOs: Local/National,0.466627526660068
2024,Fundación Primeros Auxilios Luz Paul René Moreno Camacho,NGOs: Local/National,0.172304307405095
2024,Asociación Civil Acción Campesina,NGOs: Local/National,0.134930846913326
2024,Asociación Civil Tinta Violeta,NGOs: Local/National,0.082771248701662
2024,United Nations Human Settlements Programme (UN-HABITAT),Multilateral: UN,0.212499348188528
2024,OXFAM Novib,NGOs: International,1.41416273191765
2024,Medical Aid for Palestinians,NGOs: International,0.671747507731306
2024,Handicap International,NGOs: International,0.0817514475695379
2024,"Atfaluna Society for Deaf Children, Gaza",NGOs: Local/National,0.109128508096321
2024,NGO Development Center,NGOs: Local/National,0.0547854393224981
2024,Médecins Du Monde,NGOs: International,0.0653132711634377
2024,ASSOCIAZIONE VENTO DI TERRA ONLUS,NGOs: International,0.0268681386566248
2024,CARE International,NGOs: International,0.385596399275984
2024,Catholic Relief Services,NGOs: International,0.0173875114331256
2024,Applied Research Institute - Jerusalem,NGOs: Local/National,0.0294783206329923
2024,"Saudi Arabia (Kingdom of), Government of",Governments,826.067157870468
2024,Qatar Fund for Development,Governments,0.99959987
2024,"France, Government of",Governments,18.5664653811856
2024,"United Kingdom, Government of",Governments,21.5358194709
2024,"Switzerland, Government of",Governments,12.7056847988923
2024,Rahma International Society,NGOs: International,22.4379404838707
2024,"Spain, Government of",Governments,6.79800934946
2024,UN Trust Fund to End Violence against Women,Multilateral: UN,7.88564161502676
2024,"Lithuania, Government of",Governments,0.12446944418
2024,"Kuwait, Government of",Governments,7.423218410024
2024,"Japan, Government of",Governments,2.5520535796
2024,"Luxembourg, Government of",Governments,0.25369334981
2024,Namaa Charity - Social Reform Society,Private Organisations: Foundations and Other,14.1350994481497
2024,"United States of America, Government of",Governments,66.26690864357
2024,"United Arab Emirates, Government of",Governments,204.45211702137
2024,EC/ECHO,Multilateral: EC,3.244608123302
2024,"Türkiye, Government of",Governments,101.61505528309
2024,CBM International,NGOs: International,0.0005807642067
2024,"Germany, Government of",Governments,4.33074465414
2024,Abu Dhabi Fund for Development,Governments,11.18649418
2024,"Norway, Government of",Governments,1.13726679898
2024,"Sweden, Government of",Governments,0.9696544899
2024,"Belgium, Government of",Governments,1.302448631
2024,Qatar Charity,NGOs: International,0.27580629271
2024,Big Heart Foundation,NGOs: Local/National,1.52378397477
2024,Women's Peace and Humanitarian Fund,Pooled Funds: Other,0.04883256476
2024,"Ireland, Government of",Governments,0.17691629705
2024,"Monaco, Government of",Governments,0.12446872661
2024,Education Above All Foundation,Governments,4.9661780317
2024,Sharjah Charity House,Private Organisations: Foundations and Other,0.1827244827
2024,Ahmed Bin Zayed Al Nahyan Charitable and Humanitarian Foundation,Private Organisations: Foundations and Other,0.0810027452
2024,Red Crescent Society of the United Arab Emirates,RCRC,53.046538442265
2024,Agence Française de Développement,Governments,0.06004360325
2024,"Global Fund to Fight AIDS, Tuberculosis and Malaria",Private Organisations: Foundations and Other,0.1568441018
2024,"Denmark, Government of",Governments,1.30695762281
2024,Kuwait Red Crescent Society,RCRC,0.279875949881
2024,"Australia, Government of",Governments,0.9757211232
2024,"Portugal, Government of",Governments,0.1033818045
2024,Dar Al Ber Society,NGOs: International,0.5300881265
2024,Frieda die feministische Friedensorganisation,NGOs: International,0.0004824665993
2024,Private (individuals & organizations),Private Organisations: Foundations and Other,0.0147195863971
2024,iMC Worldwide,NGOs: International,0.2161426903
2024,German Federal Foreign Office Auswärtiges Amt,Governments,0.08871560434
2024,Action for Hope,NGOs: International,0.01138669445
2024,Médecins du Monde,NGOs: International,0.2316263489
2024,Johanniter Germany,NGOs: International,0.876340278
2024,CARE,NGOs: International,4.92129054366
2024,HelpAge International,NGOs: International,0.052094683368
2024,Cooperazione E Sviluppo - CESVI,NGOs: International,0.5362192144
2024,Creative Association International,Private Organisations: Foundations and Other,0.5978883432
2024,Global Communities,NGOs: International,1.99651745702
2024,Oxfam,NGOs: International,0.38934437359
2024,Caritas,NGOs: International,1.30126843877017
2024,"Slovenia, Government of",Governments,1.37413109024103
2024,"Bulgaria, Government of",Governments,0.1015996363
2024,Samaritan's Purse,NGOs: International,1.47464286063
2024,United Palestinian Appeal,NGOs: Local/National,0.1555762054
2024,"New Zealand, Government of",Governments,0.948779157825
2024,United Nations Mission in South Sudan,Multilateral: UN,0.0342543566452434
2024,African Development Bank,Multilateral: Other,0.253090760813141
2024,Education Cannot Wait Fund,Pooled Funds: Other UN,2.3715645687
2024,Qatar Airways,Governments,3.282281815
2024,Aid Fund for Northern Syria,Multilateral: Other,8.56851200170873
2024,The Center for Disaster Philanthropy,NGOs: International,0.34061690574
2024,Secours Populaire Francais,NGOs: International,0.02154978911
2024,ChooseLove,NGOs: International,0.04248081366
2024,Food and Agriculture Organization of the United Nations,Multilateral: UN,0.00608846721971598
2024,United Nations Development Programme,Multilateral: UN,0.196649368020822
2024,Ghiras Alnahda Organization,NGOs: Local/National,0.5872175425
2024,Malteser International Order of Malta World Relief,NGOs: International,0.2903821034
2024,World Vision,NGOs: International,1.57100220727
2024,Qatar Red Crescent Society,RCRC,0.2189000194
2024,Stichting Vluchteling,NGOs: International,0.4463490899
2024,Americares,NGOs: International,0.0195330259
2024,Al-Ameen for Humanitarian Support,NGOs: Local/National,0.006126955015
2024,Swasia Charity Foundation,Private Organisations: Foundations and Other,0.55370366194
2024,Social Development International - SDI,NGOs: Local/National,0.404179930651
2024,Taiwan International Cooperation and Development Fund,Private Organisations: Foundations and Other,0.2428005283
2024,Fondation suisse de déminage,NGOs: International,0.6703072503
2024,"Canada, Government of",Governments,0.7876111584
2024,INTERSOS Humanitarian Aid Organization,NGOs: International,0.201180017
2024,Swiss Solidarity,NGOs: International,1.3957208702
2024,Jersey Overseas Aid,Governments,0.10648211437
2024,Pure Hands,NGOs: Local/National,0.03906605181
2024,Cordaid International,NGOs: International,0.17479102146
2024,Silatech Organization,NGOs: International,0.02427948799
2024,Canadian Food Grains Bank,NGOs: International,0.8584500046
2024,Dutch Relief Alliance,NGOs: International,0.2910709609
2024,Hoffnungszeichen - Sign of Hope e.V,NGOs: International,0.1246223194
2024,Deutsche Lepra- und Tuberkulosehilfe e.V,NGOs: International,0.08770313874
2024,"Belarus, Government of",Governments,1.063805914
2024,"",Multilateral: UN,1.13350353218203
2024,"",RCRC,123.131024403479
2024,"",Governments,1.52489714043065
2024,"",Pooled Funds: Other,0.650499875196698
2024,IOM,Multilateral: UN,65.5271996523203
2024,UNHCR,Multilateral: UN,660.554040338557
2024,UNICEF,Multilateral: UN,568.993018022568
2024,WFP,Multilateral: UN,254.772055656009
